Location,Latitude,Longitude,Comb
White Sands (1 Pasir Ris Central Street 3),1.3724166,103.9496584,"1.3724166,103.9496584"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Sun Plaza (30 Sembawang Drive),1.4482678,103.8196887,"1.4482678,103.8196887"
Jurong Point (1 Jurong West Central 2),1.3397443,103.7067297,"1.3397443,103.7067297"
White Sands (1 Pasir Ris Central Street 3),1.3724166,103.9496584,"1.3724166,103.9496584"
White Sands (1 Pasir Ris Central Street 3),1.3724166,103.9496584,"1.3724166,103.9496584"
Golden Village Yishun (51 Yishun Central 1),1.4298643,103.8364743,"1.4298643,103.8364743"
Northpoint City (930 Yishun Avenue 2),1.4293478,103.8358671,"1.4293478,103.8358671"
Changi Airport Terminal 1 (80 Airport Boulevard),1.3620259,103.9901397,"1.3620259,103.9901397"
National Service Resort & Country Club Changi (10 Changi Coast Walk),1.317675,103.974319,"1.317675,103.974319"
Changi Airport Terminal 1 (80 Airport Boulevard),1.3620259,103.9901397,"1.3620259,103.9901397"
Broadway (848 Yishun Street 81),1.4165039,103.8352741,"1.4165039,103.8352741"
Northpoint City (930 Yishun Avenue 2),1.4293478,103.8358671,"1.4293478,103.8358671"
Broadway (848 Yishun Street 81),1.4165039,103.8352741,"1.4165039,103.8352741"
Broadway (848 Yishun Street 81),1.4165039,103.8352741,"1.4165039,103.8352741"
China Square Food Centre (51 Telok Ayer Street),1.282899,103.8493062,"1.282899,103.8493062"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Broadway (848 Yishun Street 81),1.4165039,103.8352741,"1.4165039,103.8352741"
Changi Airport Terminal 1 (80 Airport Boulevard),1.3620259,103.9901397,"1.3620259,103.9901397"
Northpoint City (930 Yishun Avenue 2),1.4293478,103.8358671,"1.4293478,103.8358671"
Changi Airport Terminal 1 (80 Airport Boulevard),1.3620259,103.9901397,"1.3620259,103.9901397"
Sun Plaza (30 Sembawang Drive),1.4482678,103.8196887,"1.4482678,103.8196887"
Changi Airport Terminal 1 (80 Airport Boulevard),1.3620259,103.9901397,"1.3620259,103.9901397"
Amoy Street Food Centre (7 Maxwell Road),1.2794012,103.8467008,"1.2794012,103.8467008"
Golden Village Yishun (51 Yishun Central 1),1.4298643,103.8364743,"1.4298643,103.8364743"
Northpoint City (930 Yishun Avenue 2),1.4293478,103.8358671,"1.4293478,103.8358671"
Shrimp Prawn Seafood (53 Boat Quay),1.2871725,103.8493375,"1.2871725,103.8493375"
Marsiling Market (20 Marsiling Lane),1.4438985,103.7773319,"1.4438985,103.7773319"
Jurong Point (1 Jurong West Central 3),1.3397443,103.7067297,"1.3397443,103.7067297"
S111 Eating House (26A Kallang Place),1.315857,103.867066,"1.315857,103.867066"
Upper Boon Keng Market & Food Centre (17 Upper Boon Keng Road),1.3148792,103.871856,"1.3148792,103.871856"
Amoy Street Food Centre (7 Maxwell Road),1.2794012,103.8467008,"1.2794012,103.8467008"
The Working Capitol (1 Keong Saik Road),1.2788038,103.8414996,"1.2788038,103.8414996"
National Museum Of Singapore (93 Stamford Road),1.296613,103.8485091,"1.296613,103.8485091"
Hougang 105 Hainanese Village Centre (105 Hougang Avenue 1),1.3540215,103.8900223,"1.3540215,103.8900223"
Li Li Cheng Supermarket (273C Punggol Place),1.4023493,103.9012801,"1.4023493,103.9012801"
Esr Biz Park @ Chai Chee （750 Chai Chee Road),1.3233077,103.9216954,"1.3233077,103.9216954"
Sun Beauty House (3 New Bugis Street),1.3004568,103.8547706,"1.3004568,103.8547706"
Angel & Devil (22 Keong Saik Road),1.2800553,103.8416922,"1.2800553,103.8416922"
Marina Square (6 Raffles Boulevard),1.2911534,103.8576778,"1.2911534,103.8576778"
Canopy (1382 Ang Mo Kio Avenue 1),1.3623858,103.8473431,"1.3623858,103.8473431"
Nex (23 Serangoon Central),1.3507723,103.8722585,"1.3507723,103.8722585"
Gain City Megastore @ Sungei Kadut (71 Sungei Kadut Drive),1.412842,103.7461519,"1.412842,103.7461519"
Good Cheer Pub (8 Maju Avenue),1.3648379,103.8656938,"1.3648379,103.8656938"
Jforte Sportainment Centre (50 Hougang Avenue 1),1.3604264,103.8879365,"1.3604264,103.8879365"
Ananda Bhavan Vegetarian (95 Syed Alwi Road),1.309596,103.8554459,"1.309596,103.8554459"
Al Falah Barakah Restaurant (363 Joo Chiat Road),1.3083557,103.9033374,"1.3083557,103.9033374"
Church Of Singapore (145 Marine Parade Road),1.3044444,103.9063889,"1.3044444,103.9063889"
Riverside Point (30 Merchant Road),1.2894373,103.8441063,"1.2894373,103.8441063"
Sim Lim Square (1 Rochor Canal Road),1.3030433,103.8529208,"1.3030433,103.8529208"
Golden Mile Complex (5001 Beach Road),1.3025969,103.8651887,"1.3025969,103.8651887"
Frienzie Bar & Bistro (10 Tebing Lane),1.3927356,103.9172393,"1.3927356,103.9172393"
Dong Bei Cuisine (83 Geylang Road),1.3122003,103.8776998,"1.3122003,103.8776998"
Frienzie Bar & Bistro (10 Tebing Lane),1.3927356,103.9172393,"1.3927356,103.9172393"
S111 Eating House (26A Kallang Place),1.315857,103.867066,"1.315857,103.867066"
Tampines 1 (10 Tampines Central 1),1.3540351,103.9453692,"1.3540351,103.9453692"
Downtown East (1 Pasir Ris Close),1.3776279,103.9546233,"1.3776279,103.9546233"
Eastpoint Mall (3 Simei Street 6),1.3427145,103.9530415,"1.3427145,103.9530415"
Eastpoint Mall (3 Simei Street 6),1.3427145,103.9530415,"1.3427145,103.9530415"
Marina One The Heart (5 Straits View),1.2777581,103.852778,"1.2777581,103.852778"
Downtown East (1 Pasir Ris Close),1.3776279,103.9546233,"1.3776279,103.9546233"
Heartbeat @ Bedok (11 Bedok North Street 1),1.3271175,103.9322493,"1.3271175,103.9322493"
Bedok Mall (311 New Upper Changi Road),1.3243963,103.9293061,"1.3243963,103.9293061"
Downtown East (1 Pasir Ris Close),1.3776279,103.9546233,"1.3776279,103.9546233"
Paya Lebar Square (60 Paya Lebar Road),1.3187949,103.8927472,"1.3187949,103.8927472"
Tampines 1 (10 Tampines Central 1),1.3540351,103.9453692,"1.3540351,103.9453692"
Century Square (2 Tampines Central 5),1.3523888,103.9438567,"1.3523888,103.9438567"
Tampines Mall (4 Tampines Central 5),1.3524936,103.9447179,"1.3524936,103.9447179"
White Sands (1 Pasir Ris Central Street 3),1.3724166,103.9496584,"1.3724166,103.9496584"
Westgate (3 Gateway Drive),1.3345013,103.7426077,"1.3345013,103.7426077"
Tradehub 21 (18 Boon Lay Way),1.328382,103.752966,"1.328382,103.752966"
Pasir Ris Central Hawker Centre (110 Pasir Ris Central),1.3735776,103.9514715,"1.3735776,103.9514715"
Tampines Mall (4 Tampines Central 5),1.3524936,103.9447179,"1.3524936,103.9447179"
Vivocity (1 Harbourfront Walk),1.27660578,103.8356152,"1.2766057795780685, 103.83561515327106"
Shinnsato Japanese Cuisine (79 Kampong Bahru Road),1.3010249,103.8410995,"1.3010249,103.8410995"
Century Square (2 Tampines Central 5),1.3523888,103.9438567,"1.3523888,103.9438567"
Vivocity (1 Harbourfront Walk),1.264671355,103.82225,"1.2646713546515354, 103.82225001279743"
Eastpoint Mall (3 Simei Street 6),1.3427145,103.9530415,"1.3427145,103.9530415"
Singpost Centre (10 Eunos Road),1.31889,103.8940546,"1.31889,103.8940546"
Old Lai Huat Seafood Restaurant (223 Rangoon Road),1.3178364,103.8522435,"1.3178364,103.8522435"
Singapore Swimming Club (45 Tanjong Rhu Road),1.2972808,103.8818315,"1.2972808,103.8818315"
Raffles City Shopping Centre (252 North Bridge Road),1.29401,103.8531473,"1.29401,103.8531473"
E!Hub @ Downtown East (1 Pasir Ris Close),1.3764492,103.9558526,"1.3764492,103.9558526"
Raffles City Shopping Centre (252 North Bridge Road),1.29401,103.8531473,"1.29401,103.8531473"
Citylink Mall (1 Raffles Link),1.2913005,103.8551976,"1.2913005,103.8551976"
Compass One (1 Sengkang Square),1.3920064,103.89505,"1.3920064,103.89505"
Downtown East (1 Pasir Ris Close),1.3776279,103.9546233,"1.3776279,103.9546233"
Eastpoint Mall (3 Simei Street 6),1.3427145,103.9530415,"1.3427145,103.9530415"
Fairprice Hub (1 Joo Koon Circle),1.3262422,103.6783524,"1.3262422,103.6783524"
E!Hub @ Downtown East (1 Pasir Ris Close),1.3764492,103.9558526,"1.3764492,103.9558526"
White Sands (1 Pasir Ris Central Street 3),1.3724166,103.9496584,"1.3724166,103.9496584"
Compass One (1 Sengkang Square),1.3920064,103.89505,"1.3920064,103.89505"
Downtown East (1 Pasir Ris Close),1.3776279,103.9546233,"1.3776279,103.9546233"
Downtown East (1 Pasir Ris Close),1.3776279,103.9546233,"1.3776279,103.9546233"
Downtown East (1 Pasir Ris Close),1.3776279,103.9546233,"1.3776279,103.9546233"
Downtown East (1 Pasir Ris Close),1.3776279,103.9546233,"1.3776279,103.9546233"
Millenia Walk (9 Raffles Boulevard),1.2928181,103.8598344,"1.2928181,103.8598344"
Takashimaya Shopping Centre (391 Orchard Road),1.3025572,103.834568,"1.3025572,103.834568"
The Dragon Chamber (2 Circular Road),1.2880837,103.848993,"1.2880837,103.848993"
84 Marine Parade Central Market And Food Centre (84 Marine Parade Central),1.3021262,103.906415,"1.3021262,103.906415"
Ngee Ann City (391A Orchard Road),1.3025572,103.834568,"1.3025572,103.834568"
Ghim Moh Market And Food Centre (20 Ghim Moh Road),1.3109708,103.7883085,"1.3109708,103.7883085"
Tamaya Dining (45 Cuppage Road),1.3024,103.840337,"1.3024,103.840337"
Parkway Parade (80 Marine Parade Road),1.3013366,103.9052333,"1.3013366,103.9052333"
Vivocity (1 Harbourfront Walk),1.264671355,103.82225,"1.2646713546515354, 103.82225001279743"
Warong Nasi Partaman (738 North Bridge Road),1.3028999,103.85923,"1.3028999,103.85923"
Tang Plaza (320 Orchard Road),1.3051366,103.8330358,"1.3051366,103.8330358"
Grindelwald Supermarket (108 Clementi Street 11),1.3221152,103.7702559,"1.3221152,103.7702559"
Hoho Korean Restaurant (106 Clementi Street 12),1.3218534,103.7700588,"1.3218534,103.7700588"
Ghim Moh Market And Food Centre (20 Ghim Moh Road),1.3109708,103.7883085,"1.3109708,103.7883085"
Paragon (290 Orchard Road),1.3039633,103.8360565,"1.3039633,103.8360565"
Sheraton Towers Hotel (39 Scotts Road),1.3118244,103.8364761,"1.3118244,103.8364761"
Bedok Mall (311 New Upper Changi Road),1.3243963,103.9293061,"1.3243963,103.9293061"
New Hawa Restaurant (428 Changi Road),1.3188362,103.9118674,"1.3188362,103.9118674"
313@Somerset (313 Orchard Road),1.300898,103.838361,"1.300898,103.838361"
Paragon (290 Orchard Road),1.3039633,103.8360565,"1.3039633,103.8360565"
Velocity@Novena Square (238 Thomson Road),1.3199572,103.8439076,"1.3199572,103.8439076"
Takashimaya Shopping Centre (391 Orchard Road),1.3025572,103.834568,"1.3025572,103.834568"
Mega@Woodlands (39 Woodlands Close),1.4377029,103.8073892,"1.4377029,103.8073892"
Orchard Gateway (277 Orchard Road),1.300459,103.8393516,"1.300459,103.8393516"
Ikea Alexandra (317 Alexandra Road),1.2880072,103.8060273,"1.2880072,103.8060273"
Kampong Glam Cafe (17 Bussorah Street),1.3012686,103.8599621,"1.3012686,103.8599621"
Imm (2 Jurong East Street 21),1.3348154,103.7468395,"1.3348154,103.7468395"
Pitcotin@East Coast (382 Joo Chiat Road),1.30783,103.9032107,"1.30783,103.9032107"
Choice@215 (215 Jurong East Street 21),1.3399488,103.7385771,"1.3399488,103.7385771"
Hogs Bar & Restaurant (382 Joo Chiat Road),1.3078187,103.9032157,"1.3078187,103.9032157"
Cuppafield (445 Bukit Batok West Avenue 8),1.3501263,103.7392578,"1.3501263,103.7392578"
Amara Singapore (165 Tanjong Pagar Road),1.2752457,103.8434106,"1.2752457,103.8434106"
Marina Bay Sands (10 Bayfront Avenue),1.2846547,103.8609937,"1.2846547,103.8609937"
Tanjong Pagar Centre (7 Wallich Street),1.2768271,103.8455591,"1.2768271,103.8455591"
Raffles City Shopping Centre (252 North Bridge Road),1.29401,103.8531473,"1.29401,103.8531473"
Citylink (1 Raffles Link),1.2913005,103.8551976,"1.2913005,103.8551976"
Ntuc Fairprice (Clementi Avenue 3),1.3127067,103.7656936,"1.3127067,103.7656936"
Westgate (3 Gateway Drive),1.3345013,103.7426077,"1.3345013,103.7426077"
Prime Supermarket (962 Jurong West Street 91),1.3420587,103.6916725,"1.3420587,103.6916725"
Anchorpoint Shopping Centre (370 Alexandra Road),1.2887706,103.8050762,"1.2887706,103.8050762"
Takashimaya (391A Orchard Road),1.3025944,103.8353161,"1.3025944,103.8353161"
Jcube (2 Jurong East Central 1),1.33331,103.7401992,"1.33331,103.7401992"
Anchorpoint Shopping Centre (370 Alexandra Road),1.2887706,103.8050762,"1.2887706,103.8050762"
Marina At Keppel Bay (2 Keppel Bay Vista),1.2638869,103.8125276,"1.2638869,103.8125276"
The Central @ Clarke Quay (6 Eu Tong Sen Street),1.2890252,103.8466098,"1.2890252,103.8466098"
Makansutra   Gluttons Bay (8 Raffles Avenue),1.2894514,103.8568641,"1.2894514,103.8568641"
Marina Bay Sands Casino (10 Bayfront Avenue),1.2814374,103.8589788,"1.2814374,103.8589788"
The Central @ Clarke Quay (6 Eu Tong Sen Street),1.2890252,103.8466098,"1.2890252,103.8466098"
Changi Airport Terminal 3 (65 Airport Boulevard) ,1.3555805,103.9861962,"1.3555805,103.9861962"
S-11 Food Court (504 Bishan Street 11),1.3492352,103.8484171,"1.3492352,103.8484171"
Changi Airport Terminal 3 (65 Airport Boulevard) ,1.3555805,103.9861962,"1.3555805,103.9861962"
28Wilkie (28   Wilkie   Road),1.3020936,103.8488288,"1.3020936,103.8488288"
D.O.C   – Tanjong   Pagar   (21 Tanjong   Pagar   Road),1.2796423,103.8440264,"1.2796423,103.8440264"
Changi Airport Terminal 3 (65 Airport Boulevard) ,1.3555805,103.9861962,"1.3555805,103.9861962"
The Centrepoint (176 Orchard Road),1.3015383,103.8401372,"1.3015383,103.8401372"
Mr Prata (476 Tampines Street 44),1.3611289,103.9535916,"1.3611289,103.9535916"
Changi Airport Terminal 3 (65 Airport Boulevard) ,1.3555805,103.9861962,"1.3555805,103.9861962"
Junction Nine Shopping Mall (18 Yishun Avenue 9),1.4330624,103.8418547,"1.4330624,103.8418547"
Tampines Mall (4 Tampines Central 5),1.3524936,103.9447179,"1.3524936,103.9447179"
Tekka Centre (Bukit Timah Road),1.306251,103.850654,"1.306251,103.850654"
Ntuc Fairprice (301 Yishun Avenue 2),1.429387,103.8350907,"1.429387,103.8350907"
The Central @ Clarke Quay (6 Eu Tong Sen Street),1.2890252,103.8466098,"1.2890252,103.8466098"
Marina Bay Sands Casino (10 Bayfront Avenue),1.2814374,103.8589788,"1.2814374,103.8589788"
The Central @ Clarke Quay (6 Eu Tong Sen Street),1.2890252,103.8466098,"1.2890252,103.8466098"
Changi Airport Terminal 3 (65 Changi Boulevard) Public Area,1.3555805,103.9861962,"1.3555805,103.9861962"
Masjid Ahmad (2 Lorong Sarhad),1.2808645,103.7872374,"1.2808645,103.7872374"
Masjid Temenggong Daeng Ibrahim (30 Telok Blangah Road),1.2664257,103.8243027,"1.2664257,103.8243027"
Geylang   Bahru Market And Food Centre (Block 69   Geylang   Bahru),1.32144,103.870173,"1.32144,103.870173"
Changi Airport Terminal 3 (65 Changi Boulevard) Public Area,1.3555805,103.9861962,"1.3555805,103.9861962"
Ion Orchard (2 Orchard Turn),1.3039288,103.8319512,"1.3039288,103.8319512"
Tekka   Centre (Bukit   Timah   Road),1.306251,103.850654,"1.306251,103.850654"
Mustafa Centre (145 Syed Alwi Road),1.309985,103.8554636,"1.309985,103.8554636"
Hin   Sheng Coffee House (5 Lorong 18   Geylang   ),1.3126394,103.8806948,"1.3126394,103.8806948"
Mustafa Centre (145 Syed Alwi Road),1.309985,103.8554636,"1.309985,103.8554636"
New World Centre (1 Jalan Berseh),1.3075043,103.8575448,"1.3075043,103.8575448"
Tekka   Centre (Bukit   Timah   Road),1.306251,103.850654,"1.306251,103.850654"
Courts Megastore (50 Tampines North Drive 2),1.3734101,103.9334918,"1.3734101,103.9334918"
Northpoint City (930 Yishun Avenue 2),1.4293478,103.8358671,"1.4293478,103.8358671"
Tekka Centre (Bukit Timah Road),1.306251,103.850654,"1.306251,103.850654"
Wisteria Mall (598 Yishun Ring Road),1.418208,103.8411267,"1.418208,103.8411267"
Northpoint City (930 Yishun Avenue 2),1.4293478,103.8358671,"1.4293478,103.8358671"
Bugis Street (3 New Bugis Street),1.3006613,103.8549626,"1.3006613,103.8549626"
Kopitiam @ Jurong East (10 Jurong East Street 12),1.3327955,103.7425054,"1.3327955,103.7425054"
Kopitiam @ Jurong East (10 Jurong East Street 12),1.3327955,103.7425054,"1.3327955,103.7425054"
Jurong Point (1 Jurong West Central 2),1.3397443,103.7067297,"1.3397443,103.7067297"
Kitchener Complex (809 French Road),1.308165,103.8622513,"1.308165,103.8622513"
V Hotel Lavender (70 Jellicoe Road),1.3079973,103.8627806,"1.3079973,103.8627806"
Mustafa Centre (145 Syed Alwi Road),1.309985,103.8554636,"1.309985,103.8554636"
Bugis Street (3 New Bugis Street),1.3006613,103.8549626,"1.3006613,103.8549626"
Bugis Street (3 New Bugis Street),1.3006613,103.8549626,"1.3006613,103.8549626"
Ocbc Centre (65 Chulia Street),1.2854302,103.8493334,"1.2854302,103.8493334"
Westgate (3 Gateway Drive),1.3345013,103.7426077,"1.3345013,103.7426077"
Jem (50 Jurong Gateway Road),1.3328303,103.7432656,"1.3328303,103.7432656"
Al-Hussain Restaurant (822 Tampines Street 81),1.3482036,103.9345672,"1.3482036,103.9345672"
City Square Mall (180 Kitchener Road),1.3114516,103.8561608,"1.3114516,103.8561608"
Peninsula Shopping Centre (3 Coleman Street),1.2920236,103.8502289,"1.2920236,103.8502289"
Mustafa Centre (145 Syed Alwi Road),1.309985,103.8554636,"1.309985,103.8554636"
Bugis Junction (200 Victoria Street),1.2988889,103.8555556,"1.2988889,103.8555556"
Changi Airport Terminal 3 (65 Changi Boulevard) Public Area,1.3555805,103.9861962,"1.3555805,103.9861962"
Raffles City Shopping Centre (252 North Bridge Road),1.29401,103.8531473,"1.29401,103.8531473"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Hillion Mall (17 Petir Road),1.3784819,103.7632117,"1.3784819,103.7632117"
Arcade @ The Capitol Kempinski (13 Stamford Road),1.2929876,103.8511619,"1.2929876,103.8511619"
International Plaza (10 Anson Road),1.2756998,103.8458098,"1.2756998,103.8458098"
Nanyang Community Club (60 Jurong West Street 91),1.3426301,103.6923143,"1.3426301,103.6923143"
Nanyang Community Club (60 Jurong West Street 91),1.3426301,103.6923143,"1.3426301,103.6923143"
Nanyang Community Club (60 Jurong West Street 91),1.3426301,103.6923143,"1.3426301,103.6923143"
Ice Cream Chefs (12 Jalan Kuras),1.3729211,103.829605,"1.3729211,103.829605"
Paya Lebar Quarter Mall (10 Paya Lebar Road),1.3175284,103.8928037,"1.3175284,103.8928037"
Ramen Keisuke Tonkotsu King Four Seasons (158 Rochor Road),1.3009611,103.8552972,"1.3009611,103.8552972"
Ion Orchard (2 Orchard Turn),1.3039288,103.8319512,"1.3039288,103.8319512"
Kallang Wave Mall (1 Stadium Place),1.3032243,103.8728714,"1.3032243,103.8728714"
Our Tampines Hub (1 Tampines Walk),1.3536067,103.9403839,"1.3536067,103.9403839"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Ica Building (10 Kallang Road),1.3068021,103.862769,"1.3068021,103.862769"
Hillion Mall (17 Petir Road),1.3784819,103.7632117,"1.3784819,103.7632117"
Mandarin Gallery (333A Orchard Road),1.3020589,103.8363708,"1.3020589,103.8363708"
Jem (50 Jurong Gateway Road),1.3328303,103.7432656,"1.3328303,103.7432656"
Lot One Shoppers’ Mall (21 Choa Chu Kang Avenue 4),1.3851169,103.7449142,"1.3851169,103.7449142"
Orchard Central (181 Orchard Road),1.3006295,103.8398742,"1.3006295,103.8398742"
313@Somerset (313 Orchard Road),1.300898,103.838361,"1.300898,103.838361"
Nanyang Community Club (60 Jurong West Street 91),1.3426301,103.6923143,"1.3426301,103.6923143"
Lot One Shoppers’ Mall (21 Choa Chu Kang Avenue 4),1.3851169,103.7449142,"1.3851169,103.7449142"
Jem (50 Jurong Gateway Road),1.3328303,103.7432656,"1.3328303,103.7432656"
Our Tampines Hub (1 Tampines Walk),1.3536067,103.9403839,"1.3536067,103.9403839"
Nanyang Community Club (60 Jurong West Street 91),1.3426301,103.6923143,"1.3426301,103.6923143"
Kimly Zi Char (742A Tampines Street 72),1.3600701,103.9341068,"1.3600701,103.9341068"
Nanyang Community Club (60 Jurong West Street 91),1.3426301,103.6923143,"1.3426301,103.6923143"
Mcdonald’S @ Tampines Interchange (513 Tampines Central 1),1.3536087,103.9441485,"1.3536087,103.9441485"
Fu Lu Shou Complex (149 Rochor Road),1.3017027,103.8544208,"1.3017027,103.8544208"
Tampines Mall (4 Tampines Central 5),1.3524936,103.9447179,"1.3524936,103.9447179"
Fairprice Aljunied (114 Aljunied Avenue 2),1.321746,103.886822,"1.321746,103.886822"
Hi Five (Indian Muslim Food) (6 Dunlop Street),1.3042022,103.8544576,"1.3042022,103.8544576"
Jurong Point (1 Jurong West Central 2),1.3397443,103.7067297,"1.3397443,103.7067297"
Mohammadi Restaurant (7 Lembu Road),1.3096891,103.8544222,"1.3096891,103.8544222"
Nex (23 Serangoon Central),1.3507723,103.8722585,"1.3507723,103.8722585"
National Museum Of Singapore (93 Stamford Road),1.296613,103.8485091,"1.296613,103.8485091"
Parkway Parade (80 Marine Parade Road),1.3013366,103.9052333,"1.3013366,103.9052333"
Moments’ (326 Serangoon Avenue 3),1.3502861,103.8689978,"1.3502861,103.8689978"
Far East Plaza (14 Scotts Road),1.3075525,103.8336867,"1.3075525,103.8336867"
Square 2 @ Novena (10 Sinaran Drive),1.3208322,103.8441474,"1.3208322,103.8441474"
64+4 Foodcourt (4A Loyang Lane),1.3713236,103.9703366,"1.3713236,103.9703366"
Rivervale Plaza (118 Rivervale Drive),1.385387,103.9018653,"1.385387,103.9018653"
Sun Plaza (30 Sembawang Drive),1.4482678,103.8196887,"1.4482678,103.8196887"
Ngee Ann City (391A Orchard Road),1.3025572,103.834568,"1.3025572,103.834568"
Merchant Court (3A River Valley Road),1.2903741,103.8448958,"1.2903741,103.8448958"
Sun Plaza (30 Sembawang Drive),1.4482678,103.8196887,"1.4482678,103.8196887"
Giant Hypermarket – Tampines (21 Tampines North Drive 2),1.3722747,103.9320746,"1.3722747,103.9320746"
Ikea Tampines (60 Tampines North Drive 2),1.374177,103.9322926,"1.374177,103.9322926"
Sheng Siong (88 Tanglin Halt Road),1.3013906,103.7985861,"1.3013906,103.7985861"
Imm (2 Jurong East Street 21),1.3348154,103.7468395,"1.3348154,103.7468395"
Bugis+ (201 Victoria Street),1.2995955,103.8542191,"1.2995955,103.8542191"
Newecon – Top Choice Supermarket (84 Bayshore Road),1.312213,103.940144,"1.312213,103.940144"
Bearyfun Gym @ Katong Swimming Complex (111 Wilkinson Road),1.3020912,103.8863924,"1.3020912,103.8863924"
Bugis Junction (200 Victoria Street),1.2988889,103.8555556,"1.2988889,103.8555556"
Napshot Cafe (169 Stirling Road),1.2905004,103.8026989,"1.2905004,103.8026989"
Albert Centre Market & Food Centre (270 Queen Street),1.3009027,103.8544385,"1.3009027,103.8544385"
Orchard Central (181 Orchard Road),1.3006295,103.8398742,"1.3006295,103.8398742"
Orchard Central (181 Orchard Road),1.3006295,103.8398742,"1.3006295,103.8398742"
Stirling Food Court (169 Stirling Road),1.2904653,103.8035559,"1.2904653,103.8035559"
313@Somerset (313 Orchard Road),1.300898,103.838361,"1.300898,103.838361"
Orchard Central (181 Orchard Road),1.3006295,103.8398742,"1.3006295,103.8398742"
Tiong Hoe Specialty Coffee (170 Stirling Road),1.2909339,103.8031046,"1.2909339,103.8031046"
Tiong Bahru Plaza (298 Tiong Bahru Road,1.2864244,103.827346,"1.2864244,103.827346"
Queensway Shopping Centre (1 Queensway),1.2874288,103.8035341,"1.2874288,103.8035341"
Changi Airport Terminal 1 (80 Airport Boulevard),1.3620259,103.9901397,"1.3620259,103.9901397"
Clementi 448 Market & Food Centre (448 Clementi Avenue 3),1.3134126,103.7645571,"1.3134126,103.7645571"
Stai Jalan Boon Lay (249 Jalan Boon Lay),1.3384912,103.7104415,"1.3384912,103.7104415"
Universal Studios Singapore (8 Sentosa Gateway),1.2540421,103.8238084,"1.2540421,103.8238084"
Junction Nine (18 Yishun Avenue 9),1.4330624,103.8418547,"1.4330624,103.8418547"
Changi Airport Terminal 1 (80 Airport Boulevard),1.3620259,103.9901397,"1.3620259,103.9901397"
Westgate (3 Gateway Drive),1.3345013,103.7426077,"1.3345013,103.7426077"
Changi Airport Terminal 1 (80 Airport Boulevard),1.3620259,103.9901397,"1.3620259,103.9901397"
Resorts World Sentosa (8 Sentosa Gateway),1.255179,103.8218107,"1.255179,103.8218107"
The Shoppes At Marina Bay Sands (2 Bayfront Avenue),1.2842759,103.8600338,"1.2842759,103.8600338"
Amk Hub (53 Ang Mo Kio Avenue 3),1.36953,103.8484398,"1.36953,103.8484398"
Junction Nine (18 Yishun Avenue 9),1.4330624,103.8418547,"1.4330624,103.8418547"
Alexandra Village Food Centre (120 Bukit Merah Lane 1),1.2863397,103.8045184,"1.2863397,103.8045184"
Mustafa Centre (145 Syed Alwi Road),1.309985,103.8554636,"1.309985,103.8554636"
"Amk Hub (53 Ang Mo Kio Avenue 3)
Prata Raya",1.3689896,103.8477356,"1.3689896,103.8477356"
Amk Hub (53 Ang Mo Kio Avenue 3),1.36953,103.8484398,"1.36953,103.8484398"
Anchorpoint (370 Alexandra Road),1.2887706,103.8050762,"1.2887706,103.8050762"
Alexandra Village Food Centre (120 Bukit Merah Lane 1),1.2863397,103.8045184,"1.2863397,103.8045184"
La Rouge Beauty Parlour (30 Bayshore Road),1.31301,103.939928,"1.31301,103.939928"
Junction Nine (18 Yishun Avenue 9),1.4330624,103.8418547,"1.4330624,103.8418547"
Alexandra Village Food Centre (120 Bukit Merah Lane 1),1.2863397,103.8045184,"1.2863397,103.8045184"
Ngee Ann City (391A Orchard Road),1.3025572,103.834568,"1.3025572,103.834568"
Lucky Plaza (304 Orchard Road),1.3045456,103.8339449,"1.3045456,103.8339449"
Northpoint City (930 Yishun Avenue 2),1.4293478,103.8358671,"1.4293478,103.8358671"
Paragon (290 Orchard Road),1.3039633,103.8360565,"1.3039633,103.8360565"
Lucky Plaza (304 Orchard Road),1.3045456,103.8339449,"1.3045456,103.8339449"
The Shoppes At Marina Bay Sands (2 Bayfront Avenue),1.2842759,103.8600338,"1.2842759,103.8600338"
Ion Orchard (2 Orchard Turn),1.3039288,103.8319512,"1.3039288,103.8319512"
Lucky Plaza (304 Orchard Road),1.3045456,103.8339449,"1.3045456,103.8339449"
Changi Airport Terminal 1 (80 Airport Boulevard),1.3620259,103.9901397,"1.3620259,103.9901397"
Changi Airport Terminal 1 (80 Airport Boulevard),1.3620259,103.9901397,"1.3620259,103.9901397"
Changi Airport Terminal 1 (80 Airport Boulevard),1.3620259,103.9901397,"1.3620259,103.9901397"
Alexandra Village Food Centre (120 Bukit Merah Lane 1),1.2863397,103.8045184,"1.2863397,103.8045184"
Mustafa Centre (145 Syed Alwi Road),1.309985,103.8554636,"1.309985,103.8554636"
People’S Park Centre (101 Upper Cross Street),1.285631,103.8440929,"1.285631,103.8440929"
